"","age","gender","occup","ft_pt","freqmon1","own_motob","opinion_ban","opinion_ban1"
"10706","18_25","male","student","fulltime","more_20",3,"agree",0.75
"10707","18_25","male","fdi","fulltime","11_13",1,"disagree",0.75
"10708","18_25","female","private","fulltime","1_3",1,"agree",0.75
"10709","36_55","female","fdi","fulltime","more_20",1,"disagree",0.25
"10710","26_35","male","state","fulltime","1_3",2,"neutral",0
"10711","18_25","male","fdi","fulltime","more_20",3,"disagree",0.75
"10712","26_35","female","private","fulltime","more_20",2,"agree",0.25
"10713","18_25","male","student","owner","more_20",1,"agree",0
"10714","26_35","male","student","fulltime","1_3",2,"agree",0.75
"10715","more_75","female","private","fulltime","14_16",2,"disagree",0.75
"10716","18_25","female","private","fulltime","14_16",2,"disagree",0.75
"10717","18_25","male","private","student","17_20",1,"neutral",0.5
"10718","26_35","male","state","fulltime","14_16",2,"disagree",0.75
"10719","26_35","male","state","fulltime","1_3",2,"agree",0.75
"10720","26_35","female","student","owner","14_16",3,"neutral",0.5
"10721","36_55","male","state","fulltime","more_20",2,"disagree",0.25
"10722","26_35","female","fdi","fulltime","14_16",1,"disagree",1
"10723","26_35","female","state","not","14_16",1,"agree",0.25
"10724","56_75","male","retired","owner","17_20",2,"disagree",0.75
"10725","18_25","female","student","fulltime","more_20",2,"disagree",0.25
"10726","36_55","male","state","student","14_16",3,"strongagree",0.5
"10727","26_35","male","state","student","more_20",2,"agree",1
"10728","26_35","female","fdi","parttime","14_16",1,"disagree",0.25
"10729","18_25","female","fdi","fulltime","8_10",2,"neutral",0.25
"10730","36_55","female","private","student","17_20",4,"disagree",0.25
"10731","18_25","male","private","not","11_13",1,"agree",0
"10732","18_25","female","student","fulltime","more_20",2,"agree",0.5
"10733","36_55","male","fdi","fulltime","1_3",2,"neutral",0.25
"10734","26_35","female","state","fulltime","17_20",3,"agree",0.75
"10735","18_25","male","state","fulltime","11_13",2,"agree",0.25
"10736","26_35","male","state","fulltime","14_16",2,"disagree",0.25
"10737","26_35","male","state","fulltime","14_16",2,"strongdisagree",0.75
"10738","36_55","male","state","owner","14_16",1,"agree",0.5
"10739","18_25","female","state","not","17_20",2,"agree",0.25
"10740","36_55","male","student","owner","more_20",2,"neutral",0.5
"10741","26_35","female","student","fulltime","more_20",2,"strongdisagree",0.25
"10742","26_35","male","private","fulltime","1_3",2,"agree",0.25
"10743","26_35","female","private","fulltime","1_3",3,"agree",0.5
"10744","18_25","female","private","fulltime","17_20",2,"disagree",0.25
"10745","18_25","female","private","student","17_20",3,"agree",0.75
"10746","18_25","female","student","fulltime","1_3",3,"agree",0.25
"10747","18_25","female","student","fulltime","14_16",2,"agree",0.75
"10748","56_75","female","private","owner","4_7",1,"neutral",0.25
"10749","18_25","male","private","fulltime","14_16",1,"agree",0.5
"10750","36_55","male","state","fulltime","14_16",1,"agree",0.25
"10751","36_55","male","state","fulltime","14_16",2,"disagree",0.5
"10752","less_18","female","private","retired","8_10",3,"strongagree",0.75
"10753","26_35","male","fdi","fulltime","8_10",3,"strongdisagree",0.25
"10754","36_55","female","state","fulltime","14_16",3,"agree",0.5
"10755","18_25","female","private","student","more_20",1,"agree",0.75
"10756","36_55","female","private","fulltime","8_10",2,"disagree",0
"10757","18_25","male","fdi","fulltime","more_20",1,"agree",0.75
"10758","56_75","female","state","parttime","11_13",1,"neutral",0.5
"10759","18_25","male","state","fulltime","more_20",1,"disagree",0.5
"10760","26_35","male","private","fulltime","14_16",2,"disagree",0.75
"10761","18_25","male","state","fulltime","11_13",1,"neutral",0.25
"10762","56_75","male","private","fulltime","14_16",1,"neutral",0.25
"10763","26_35","male","student","fulltime","more_20",1,"neutral",0.5
"10764","26_35","male","student","fulltime","4_7",2,"agree",0.25
"10765","36_55","male","state","fulltime","14_16",1,"agree",0.25
"10766","26_35","male","private","fulltime","4_7",1,"agree",0.75
"10767","18_25","male","fdi","owner","1_3",4,"neutral",0.75
"10768","56_75","male","private","student","more_20",5,"agree",0.5
"10769","26_35","female","private","owner","more_20",2,"disagree",0.25
"10770","36_55","male","student","owner","8_10",2,"agree",0.75
"10771","36_55","male","private","fulltime","1_3",2,"neutral",0.75
"10772","26_35","male","state","fulltime","11_13",1,"disagree",0.5
"10773","26_35","male","private","fulltime","1_3",2,"strongagree",0.25
"10774","18_25","male","student","fulltime","17_20",1,"neutral",0.25
"10775","36_55","male","state","parttime","14_16",3,"agree",1
"10776","26_35","male","private","fulltime","17_20",1,"strongagree",0
"10777","26_35","male","fdi","owner","17_20",2,"disagree",0.75
"10778","18_25","female","state","fulltime","17_20",2,"disagree",0.25
"10779","18_25","male","state","fulltime","17_20",2,"agree",0.75
"10780","18_25","female","retired","student","14_16",2,"disagree",0.25
"10781","36_55","female","private","fulltime","11_13",2,"agree",0.75
"10782","26_35","female","private","student","more_20",2,"disagree",0.5
"10783","36_55","female","private","fulltime","17_20",2,"agree",0.75
"10784","36_55","female","state","parttime","4_7",1,"disagree",0.25
"10785","36_55","male","student","fulltime","1_3",2,"agree",0
"10786","26_35","male","fdi","fulltime","14_16",2,"neutral",0.75
"10787","56_75","female","private","fulltime","8_10",1,"agree",0.75
"10788","18_25","female","state","parttime","4_7",2,"disagree",0.25
"10789","36_55","male","student","owner","17_20",2,"neutral",0.5
"10790","18_25","female","state","fulltime","more_20",1,"agree",0.25
"10791","36_55","male","state","fulltime","17_20",2,"disagree",0.25
"10792","18_25","male","state","fulltime","8_10",1,"neutral",0.75
"10793","26_35","male","state","student","17_20",3,"neutral",0.25
"10794","18_25","female","private","fulltime","8_10",1,"strongagree",0.75
"10795","18_25","female","private","student","11_13",3,"neutral",0.5
"10796","26_35","female","state","parttime","more_20",1,"agree",0
"10797","26_35","male","fdi","fulltime","11_13",2,"disagree",0
"10798","36_55","female","private","fulltime","17_20",2,"agree",0.5
"10799","26_35","female","private","student","8_10",2,"agree",0.25
"10800","36_55","male","state","fulltime","8_10",2,"agree",0.25
"10801","36_55","male","student","fulltime","17_20",5,"neutral",1
"10802","36_55","male","private","fulltime","17_20",2,"agree",0.75
"10803","18_25","male","state","fulltime","more_20",2,"agree",0.5
"10804","18_25","female","fdi","fulltime","17_20",2,"strongagree",0.5
"10805","56_75","female","fdi","parttime","14_16",2,"neutral",0.25
"10806","18_25","male","state","owner","more_20",3,"disagree",0.5
"10807","18_25","female","student","fulltime","14_16",2,"neutral",0.25
"10808","18_25","female","private","fulltime","8_10",2,"strongdisagree",0.5
"10809","less_18","male","student","student","more_20",1,"agree",0
"10810","18_25","male","state","fulltime","14_16",1,"agree",0.25
"10811","36_55","female","student","student","17_20",1,"neutral",0.25
"10812","18_25","male","private","fulltime","more_20",2,"disagree",0.25
"10813","26_35","male","student","owner","more_20",2,"disagree",0.25
"10814","36_55","female","state","student","8_10",1,"strongdisagree",0.25
"10815","18_25","male","retired","fulltime","17_20",2,"strongagree",0.25
"10816","56_75","female","state","not","more_20",1,"neutral",0.5
"10817","26_35","male","state","fulltime","17_20",2,"neutral",0.5
"10818","26_35","female","state","student","11_13",2,"agree",0.5
"10819","18_25","female","student","fulltime","14_16",2,"agree",0.75
"10820","26_35","male","state","fulltime","8_10",1,"disagree",0.5
"10821","less_18","male","private","fulltime","17_20",2,"agree",0.75
"10822","18_25","female","state","student","4_7",3,"strongdisagree",0
"10823","more_75","female","private","retired","8_10",4,"neutral",0.5
"10824","36_55","female","private","owner","8_10",4,"disagree",0.75
"10825","26_35","female","private","fulltime","11_13",1,"neutral",0.25
"10826","36_55","male","state","parttime","8_10",1,"disagree",0.75
"10827","26_35","male","private","owner","17_20",0,"disagree",0.75
"10828","26_35","male","private","student","17_20",2,"agree",0.75
"10829","26_35","male","private","student","11_13",2,"strongagree",0.75
"10830","18_25","male","student","fulltime","8_10",2,"agree",1
"10831","18_25","female","state","not","more_20",1,"neutral",0.25
"10832","26_35","female","student","student","11_13",2,"agree",0.25
"10833","36_55","male","state","fulltime","4_7",1,"agree",0.25
"10834","36_55","male","fdi","fulltime","1_3",2,"disagree",0.5
"10835","less_18","female","state","fulltime","14_16",2,"agree",0.75
"10836","26_35","female","fdi","fulltime","14_16",2,"neutral",0.5
"10837","26_35","female","student","parttime","17_20",1,"neutral",1
"10838","18_25","female","private","owner","14_16",5,"strongdisagree",0.5
"10839","36_55","male","state","fulltime","17_20",5,"neutral",0.75
"10840","56_75","male","state","fulltime","1_3",1,"agree",0.25
"10841","36_55","male","fdi","owner","1_3",2,"agree",0.5
"10842","18_25","male","retired","student","17_20",2,"neutral",1
"10843","26_35","male","private","fulltime","11_13",2,"neutral",0.75
"10844","26_35","female","private","fulltime","14_16",2,"strongagree",0.75
"10845","26_35","female","private","fulltime","11_13",2,"agree",0.5
"10846","26_35","male","private","fulltime","17_20",2,"agree",0.25
"10847","36_55","female","state","retired","1_3",2,"neutral",0.75
"10848","26_35","female","private","fulltime","more_20",2,"agree",0.5
"10849","18_25","female","private","fulltime","14_16",3,"agree",0.25
"10850","36_55","female","fdi","student","14_16",3,"agree",0.25
"10851","18_25","female","private","fulltime","17_20",2,"agree",0.75
"10852","36_55","male","fdi","fulltime","14_16",1,"disagree",0.5
"10853","26_35","female","student","owner","14_16",3,"agree",0.25
"10854","56_75","male","private","not","more_20",2,"agree",0.5
"10855","18_25","female","retired","student","17_20",2,"neutral",0
"10856","26_35","male","state","retired","14_16",2,"agree",0
"10857","36_55","female","private","fulltime","4_7",2,"neutral",0.5
"10858","36_55","male","state","fulltime","more_20",1,"neutral",0.75
"10859","36_55","female","private","fulltime","17_20",1,"neutral",0.5
"10860","less_18","male","private","fulltime","more_20",3,"agree",0
"10861","18_25","male","private","fulltime","14_16",2,"agree",0.25
"10862","18_25","female","state","fulltime","14_16",1,"strongagree",0.25
"10863","26_35","male","state","not","14_16",2,"strongagree",0.5
"10864","36_55","female","state","fulltime","14_16",2,"disagree",0.25
"10865","36_55","male","student","retired","1_3",2,"agree",0.75
"10866","18_25","male","private","student","14_16",2,"agree",0.75
"10867","26_35","female","fdi","student","1_3",1,"neutral",0.5
"10868","18_25","female","retired","fulltime","8_10",1,"neutral",0.5
"10869","26_35","male","private","fulltime","more_20",1,"agree",0.25
"10870","18_25","female","fdi","owner","17_20",3,"agree",0.5
"10871","less_18","female","private","owner","17_20",3,"agree",0.75
"10872","18_25","male","state","not","17_20",2,"strongdisagree",0.5
"10873","56_75","male","state","fulltime","8_10",2,"strongagree",0.5
"10874","26_35","male","student","fulltime","more_20",1,"neutral",0
"10875","26_35","female","fdi","fulltime","14_16",2,"disagree",0.25
"10876","26_35","male","retired","fulltime","1_3",0,"agree",0.5
"10877","18_25","male","state","fulltime","11_13",2,"disagree",0
"10878","26_35","male","private","fulltime","11_13",2,"neutral",0.75
"10879","26_35","female","private","fulltime","4_7",0,"disagree",0.25
"10880","26_35","female","private","fulltime","8_10",3,"disagree",0.75
"10881","18_25","female","state","fulltime","more_20",1,"agree",0.5
"10882","18_25","female","student","student","14_16",2,"disagree",0.5
"10883","36_55","male","state","fulltime","8_10",3,"agree",0.5
"10884","18_25","female","private","owner","1_3",3,"disagree",0
"10885","26_35","male","fdi","fulltime","17_20",2,"neutral",0.5
"10886","18_25","female","state","fulltime","17_20",1,"neutral",0.5
"10887","26_35","female","state","fulltime","17_20",2,"agree",0.25
"10888","26_35","male","state","retired","more_20",2,"neutral",0.75
"10889","18_25","female","student","fulltime","1_3",1,"disagree",0.75
"10890","36_55","male","state","fulltime","11_13",2,"agree",1
"10891","26_35","female","state","fulltime","8_10",3,"neutral",0.75
"10892","56_75","female","state","fulltime","more_20",3,"neutral",0.5
"10893","less_18","male","private","fulltime","17_20",1,"neutral",0.25
"10894","18_25","male","student","fulltime","more_20",2,"disagree",0.75
"10895","26_35","female","private","parttime","17_20",2,"agree",0.75
"10896","26_35","male","student","fulltime","14_16",4,"neutral",0.75
"10897","18_25","female","state","fulltime","17_20",2,"agree",0
"10898","26_35","female","state","fulltime","17_20",2,"agree",0.25
"10899","36_55","female","private","fulltime","1_3",2,"disagree",0.5
"10900","less_18","male","private","owner","14_16",3,"agree",0.75
"10901","36_55","female","private","fulltime","14_16",2,"agree",0.5
"10902","26_35","female","state","fulltime","17_20",2,"strongagree",0.5
"10903","36_55","female","private","student","more_20",2,"disagree",0.5
"10904","36_55","female","fdi","student","1_3",2,"neutral",0.25
"10905","18_25","male","fdi","fulltime","14_16",2,"agree",0.25
"10906","18_25","female","private","student","more_20",1,"disagree",0.25
"10907","less_18","female","private","fulltime","1_3",2,"disagree",1
"10908","36_55","female","state","parttime","8_10",1,"disagree",0.75
"10909","26_35","female","retired","owner","11_13",2,"neutral",0.75
"10910","26_35","male","fdi","fulltime","4_7",2,"agree",0.75
"10911","18_25","female","state","retired","11_13",2,"disagree",0.75
"10912","less_18","female","state","owner","17_20",2,"neutral",0.5
"10913","36_55","female","fdi","owner","1_3",3,"agree",0.75
"10914","36_55","female","private","owner","14_16",2,"agree",0.75
"10915","36_55","female","state","owner","11_13",2,"agree",0.25
"10916","26_35","male","state","fulltime","11_13",2,"agree",0.5
"10917","26_35","female","student","fulltime","14_16",1,"strongagree",0.5
"10918","26_35","male","private","fulltime","17_20",1,"agree",1
"10919","less_18","female","private","fulltime","11_13",1,"disagree",0.25
"10920","less_18","female","state","fulltime","1_3",2,"neutral",0.25
"10921","26_35","male","state","fulltime","more_20",2,"agree",0.25
"10922","26_35","female","fdi","fulltime","14_16",2,"disagree",0
"10923","18_25","male","private","owner","1_3",1,"agree",0.75
"10924","26_35","male","fdi","retired","14_16",2,"neutral",0.25
"10925","18_25","male","student","student","14_16",2,"strongdisagree",0.25
"10926","36_55","female","private","fulltime","more_20",2,"agree",0.5
"10927","26_35","female","fdi","parttime","17_20",2,"agree",0.5
"10928","18_25","female","private","owner","14_16",2,"agree",0.75
"10929","18_25","male","state","fulltime","more_20",3,"disagree",0.25
"10930","18_25","male","private","fulltime","17_20",1,"neutral",0.5
"10931","18_25","male","state","fulltime","14_16",3,"neutral",0.5
"10932","56_75","female","state","owner","17_20",1,"agree",0.75
"10933","26_35","male","fdi","student","14_16",2,"agree",0.75
"10934","18_25","female","student","fulltime","17_20",1,"agree",1
"10935","26_35","female","state","fulltime","17_20",1,"strongdisagree",0.75
"10936","26_35","female","private","parttime","1_3",1,"agree",0.75
"10937","18_25","female","state","parttime","more_20",2,"agree",0.75
"10938","56_75","female","state","fulltime","4_7",2,"neutral",0.25
"10939","26_35","male","private","parttime","8_10",1,"agree",0.25
"10940","18_25","male","retired","fulltime","11_13",2,"neutral",0
"10941","36_55","female","student","student","17_20",1,"agree",0.5
"10942","26_35","female","fdi","retired","11_13",1,"agree",0.5
"10943","26_35","male","fdi","fulltime","more_20",1,"agree",1
"10944","18_25","female","state","student","8_10",2,"neutral",0.75
"10945","36_55","male","state","parttime","more_20",0,"neutral",0.75
"10946","26_35","male","state","student","8_10",3,"agree",0.75
"10947","18_25","female","private","fulltime","17_20",1,"neutral",0.75
"10948","36_55","male","state","parttime","17_20",1,"strongagree",0.25
"10949","18_25","male","student","fulltime","more_20",2,"disagree",0.75
"10950","56_75","male","state","fulltime","11_13",2,"disagree",0
"10951","18_25","male","fdi","owner","4_7",2,"agree",1
"10952","36_55","female","fdi","owner","11_13",2,"disagree",0
"10953","more_75","female","student","fulltime","14_16",3,"neutral",0.75
"10954","18_25","female","state","fulltime","17_20",3,"strongagree",0.25
"10955","26_35","female","fdi","fulltime","8_10",2,"disagree",1
"10956","26_35","female","private","fulltime","14_16",3,"neutral",0.25
"10957","18_25","male","student","owner","11_13",4,"agree",0.75
"10958","26_35","female","retired","not","17_20",2,"disagree",0.75
"10959","36_55","male","state","owner","14_16",2,"agree",0.25
"10960","18_25","male","student","retired","14_16",2,"neutral",0.25
"10961","36_55","male","private","student","17_20",1,"agree",0.75
"10962","18_25","male","private","parttime","more_20",2,"agree",0
"10963","18_25","male","fdi","fulltime","11_13",2,"agree",0.5
"10964","36_55","male","state","fulltime","17_20",1,"disagree",0.75
"10965","36_55","female","state","fulltime","1_3",2,"neutral",0.25
"10966","18_25","female","retired","student","more_20",4,"disagree",0.5
"10967","36_55","male","fdi","parttime","more_20",2,"strongdisagree",0.75
"10968","36_55","female","state","fulltime","14_16",2,"disagree",0.25
"10969","56_75","male","student","fulltime","11_13",2,"agree",0.75
"10970","26_35","male","private","fulltime","1_3",2,"agree",1
"10971","36_55","male","student","owner","8_10",1,"strongagree",1
"10972","36_55","female","retired","fulltime","11_13",0,"disagree",0.5
"10973","26_35","male","fdi","owner","17_20",1,"strongdisagree",0.5
"10974","18_25","female","student","fulltime","14_16",1,"agree",0.25
"10975","36_55","female","private","fulltime","14_16",1,"disagree",0.25
"10976","36_55","male","state","student","8_10",1,"agree",0.5
"10977","26_35","male","student","fulltime","14_16",2,"neutral",0.75
"10978","18_25","female","state","fulltime","17_20",3,"agree",0.75
"10979","18_25","male","state","retired","8_10",1,"neutral",0.75
"10980","36_55","male","private","fulltime","17_20",3,"strongdisagree",0.25
"10981","more_75","male","private","fulltime","4_7",2,"neutral",0.25
"10982","26_35","male","private","fulltime","17_20",3,"agree",0.75
"10983","56_75","female","state","fulltime","14_16",1,"agree",0.5
"10984","18_25","male","fdi","student","8_10",1,"agree",0.75
"10985","18_25","male","state","student","4_7",2,"neutral",0.5
"10986","36_55","male","fdi","fulltime","1_3",3,"neutral",1
"10987","26_35","male","private","student","14_16",3,"neutral",0.25
"10988","36_55","male","retired","student","17_20",1,"neutral",0.5
"10989","26_35","female","student","fulltime","8_10",3,"neutral",0.25
"10990","26_35","male","state","fulltime","17_20",5,"disagree",0.75
"10991","36_55","female","state","student","14_16",2,"disagree",0.75
"10992","18_25","male","state","fulltime","17_20",1,"disagree",0.75
"10993","26_35","male","private","student","14_16",2,"strongdisagree",0.75
"10994","26_35","female","student","parttime","14_16",1,"agree",0
"10995","36_55","female","state","student","17_20",2,"disagree",0.75
"10996","36_55","female","retired","fulltime","14_16",3,"agree",0
"10997","26_35","female","student","fulltime","11_13",1,"agree",1
"10998","26_35","male","state","student","11_13",3,"disagree",0.25
"10999","36_55","female","student","not","1_3",1,"strongagree",0.25
"11000","36_55","male","state","fulltime","8_10",3,"strongagree",0.5
"11001","26_35","female","state","owner","8_10",2,"disagree",0.25
"11002","less_18","male","state","fulltime","14_16",2,"agree",0.5
"11003","18_25","male","private","fulltime","8_10",4,"neutral",0.5
"11004","56_75","female","student","fulltime","14_16",2,"agree",1
"11005","18_25","male","private","fulltime","14_16",2,"disagree",0.25
"11006","36_55","female","state","fulltime","more_20",2,"agree",1
"11007","18_25","female","state","not","14_16",2,"agree",0.5
"11008","18_25","female","state","fulltime","1_3",2,"strongdisagree",0.25
"11009","26_35","female","state","fulltime","more_20",3,"strongdisagree",0.5
"11010","26_35","female","student","fulltime","14_16",2,"agree",0.5
"11011","18_25","female","private","fulltime","14_16",2,"agree",0.5
"11012","26_35","male","fdi","fulltime","14_16",2,"agree",0.5
"11013","18_25","male","private","student","more_20",2,"neutral",0.75
"11014","18_25","female","fdi","owner","more_20",4,"neutral",0.25
"11015","26_35","male","fdi","student","8_10",2,"neutral",0.25
"11016","36_55","female","student","fulltime","17_20",1,"neutral",0.5
"11017","26_35","male","private","retired","17_20",2,"strongagree",0.25
"11018","26_35","male","state","fulltime","more_20",2,"agree",0.5
"11019","18_25","female","fdi","fulltime","more_20",4,"neutral",0.25
"11020","56_75","male","private","fulltime","more_20",1,"agree",0.25
"11021","18_25","female","fdi","parttime","14_16",2,"neutral",0.5
"11022","26_35","female","retired","student","14_16",2,"agree",0.25
"11023","56_75","male","private","fulltime","17_20",2,"agree",0.5
"11024","18_25","male","state","fulltime","11_13",1,"neutral",0.25
"11025","36_55","female","private","retired","14_16",1,"agree",0.5
"11026","26_35","female","student","retired","more_20",2,"disagree",0.5
"11027","18_25","female","state","fulltime","17_20",2,"neutral",1
"11028","18_25","female","student","fulltime","more_20",2,"disagree",0.5
"11029","56_75","male","private","student","more_20",3,"disagree",0.25
"11030","26_35","male","state","fulltime","14_16",2,"neutral",0.5
"11031","26_35","female","state","fulltime","11_13",2,"disagree",0.75
"11032","26_35","female","private","student","1_3",2,"agree",0.5
"11033","36_55","female","state","fulltime","4_7",2,"agree",0.75
"11034","18_25","female","private","student","14_16",2,"agree",0.5
"11035","26_35","female","student","fulltime","more_20",2,"neutral",0.5
"11036","56_75","female","retired","owner","14_16",2,"strongdisagree",0.25
"11037","26_35","female","fdi","fulltime","17_20",1,"disagree",0.25
"11038","18_25","female","student","parttime","more_20",2,"agree",1
"11039","18_25","female","private","fulltime","4_7",1,"disagree",0.25
"11040","26_35","female","state","fulltime","11_13",2,"agree",1
"11041","more_75","female","retired","parttime","11_13",2,"disagree",0.25
"11042","26_35","male","fdi","owner","14_16",2,"strongagree",0.25
"11043","18_25","female","private","fulltime","17_20",1,"disagree",1
"11044","18_25","female","state","parttime","17_20",1,"strongdisagree",0.75
"11045","18_25","female","state","parttime","more_20",2,"agree",0.5
"11046","18_25","female","private","parttime","14_16",0,"neutral",1
"11047","26_35","male","state","fulltime","14_16",2,"agree",0.75
"11048","18_25","male","fdi","student","1_3",2,"disagree",0.25
"11049","26_35","male","student","parttime","17_20",2,"neutral",0.5
"11050","36_55","male","student","not","8_10",1,"strongagree",0.75
"11051","18_25","female","state","fulltime","more_20",1,"agree",0.75
"11052","less_18","female","state","not","17_20",5,"disagree",0.5
"11053","26_35","male","state","fulltime","4_7",2,"neutral",0.5
"11054","18_25","female","fdi","student","more_20",3,"disagree",1
"11055","26_35","male","student","fulltime","14_16",0,"agree",1
"11056","18_25","male","state","fulltime","11_13",1,"agree",0.25
"11057","26_35","female","private","parttime","14_16",2,"disagree",0.75
"11058","36_55","female","private","retired","11_13",2,"disagree",0.75
"11059","36_55","female","student","parttime","14_16",1,"agree",0.25
"11060","18_25","female","student","fulltime","17_20",2,"strongagree",0.25
"11061","18_25","female","fdi","fulltime","8_10",1,"strongagree",0
"11062","less_18","female","private","fulltime","11_13",3,"neutral",0
"11063","36_55","female","state","fulltime","11_13",2,"strongdisagree",0.25
"11064","26_35","female","private","owner","14_16",3,"disagree",0
"11065","26_35","female","fdi","fulltime","17_20",3,"agree",0.75
"11066","56_75","female","private","fulltime","11_13",2,"strongagree",0.75
"11067","36_55","female","private","student","more_20",2,"neutral",0.75
"11068","less_18","female","fdi","fulltime","17_20",2,"agree",0.75
"11069","18_25","female","fdi","retired","17_20",2,"strongagree",0.75
"11070","18_25","female","fdi","fulltime","17_20",2,"neutral",0
"11071","56_75","female","state","fulltime","17_20",2,"strongagree",0.75
"11072","26_35","female","private","fulltime","8_10",2,"agree",0.75
"11073","18_25","male","private","retired","more_20",1,"agree",0.75
"11074","18_25","female","private","fulltime","14_16",2,"strongagree",0.25
"11075","26_35","female","retired","fulltime","1_3",3,"strongagree",1
"11076","26_35","male","private","fulltime","17_20",2,"neutral",0.75
"11077","26_35","female","state","fulltime","14_16",1,"neutral",0.5
"11078","26_35","male","state","fulltime","8_10",4,"neutral",0.25
"11079","36_55","female","private","owner","1_3",1,"agree",0.75
"11080","56_75","male","state","owner","1_3",1,"neutral",0.75
"11081","26_35","male","private","fulltime","1_3",2,"disagree",0.75
"11082","26_35","female","state","parttime","4_7",2,"agree",1
"11083","56_75","female","fdi","parttime","more_20",1,"agree",0.5
"11084","56_75","male","student","parttime","17_20",1,"neutral",1
"11085","36_55","female","state","student","more_20",2,"agree",1
"11086","36_55","male","fdi","fulltime","8_10",1,"strongagree",0.5
"11087","18_25","female","private","student","14_16",2,"disagree",0.5
"11088","26_35","male","fdi","fulltime","11_13",2,"neutral",0.5
"11089","26_35","female","retired","not","11_13",4,"neutral",0.5
"11090","36_55","male","fdi","fulltime","more_20",2,"strongagree",0.25
"11091","26_35","female","fdi","owner","1_3",1,"strongdisagree",0.75
"11092","26_35","male","state","fulltime","8_10",1,"neutral",0.25
"11093","18_25","female","state","fulltime","14_16",1,"agree",0.75
"11094","26_35","male","state","fulltime","8_10",1,"strongdisagree",0.25
"11095","18_25","male","student","fulltime","14_16",1,"agree",0.25
"11096","36_55","male","private","parttime","8_10",2,"disagree",0.25
"11097","36_55","male","student","retired","8_10",2,"agree",0.25
"11098","36_55","male","state","student","11_13",1,"neutral",0.75
"11099","18_25","male","student","parttime","17_20",2,"strongdisagree",0.75
"11100","18_25","male","state","student","4_7",2,"neutral",0.75
"11101","26_35","female","student","fulltime","11_13",2,"strongagree",0.5
"11102","18_25","female","student","owner","1_3",0,"neutral",0.75
"11103","26_35","male","state","student","17_20",3,"agree",0.25
"11104","26_35","female","private","retired","more_20",3,"strongdisagree",0.25
"11105","26_35","female","retired","fulltime","17_20",2,"agree",0.75
"11106","36_55","female","private","student","8_10",1,"neutral",0.5
"11107","18_25","male","state","fulltime","11_13",3,"agree",0.75
"11108","26_35","male","student","fulltime","17_20",2,"disagree",0.25
"11109","26_35","male","fdi","fulltime","14_16",2,"agree",0.5
"11110","18_25","female","state","student","14_16",2,"strongdisagree",1
"11111","36_55","male","private","fulltime","11_13",1,"strongdisagree",0.25
"11112","26_35","female","private","student","4_7",3,"disagree",0.25
"11113","26_35","male","private","owner","more_20",5,"agree",0.5
"11114","26_35","male","state","fulltime","14_16",2,"disagree",0.25
"11115","18_25","female","private","owner","14_16",0,"strongdisagree",0.75
"11116","36_55","female","state","fulltime","17_20",2,"agree",0.75
"11117","56_75","male","state","fulltime","17_20",2,"agree",0.5
"11118","18_25","male","private","fulltime","8_10",2,"disagree",0.75
"11119","56_75","female","fdi","student","8_10",2,"agree",0.25
"11120","18_25","female","fdi","retired","8_10",2,"neutral",0.25
"11121","18_25","male","state","student","8_10",4,"strongagree",1
"11122","18_25","female","fdi","parttime","17_20",2,"agree",0.5
"11123","18_25","male","state","fulltime","8_10",2,"neutral",0.25
"11124","18_25","female","fdi","not","17_20",1,"agree",0.75
"11125","26_35","female","fdi","fulltime","11_13",1,"disagree",0.5
"11126","26_35","female","student","student","17_20",1,"strongdisagree",0.5
"11127","36_55","male","private","student","11_13",5,"neutral",0.5
"11128","26_35","female","private","fulltime","1_3",1,"disagree",0.5
"11129","26_35","female","state","fulltime","1_3",0,"strongagree",1
"11130","26_35","female","private","owner","17_20",2,"agree",1
"11131","18_25","male","state","fulltime","8_10",1,"disagree",0.25
"11132","36_55","male","state","owner","more_20",2,"strongdisagree",0.5
"11133","26_35","female","state","fulltime","17_20",1,"agree",0.5
"11134","18_25","male","state","fulltime","17_20",2,"agree",0.5
"11135","56_75","female","state","fulltime","8_10",1,"neutral",0.75
"11136","26_35","male","state","owner","14_16",1,"strongagree",1
"11137","36_55","male","state","fulltime","14_16",3,"agree",0.25
"11138","36_55","male","fdi","fulltime","more_20",3,"neutral",0.75
"11139","36_55","female","private","owner","14_16",2,"disagree",0.75
"11140","26_35","male","state","fulltime","more_20",2,"disagree",0.5
"11141","26_35","female","student","fulltime","17_20",2,"disagree",0.25
"11142","36_55","male","private","owner","14_16",2,"strongagree",0.75
"11143","36_55","male","fdi","owner","14_16",2,"agree",0.75
"11144","18_25","female","retired","fulltime","14_16",1,"strongagree",0.25
"11145","18_25","female","fdi","fulltime","8_10",1,"disagree",0
"11146","56_75","male","private","owner","11_13",1,"disagree",0
"11147","26_35","male","student","fulltime","8_10",1,"agree",0.75
"11148","18_25","female","private","student","8_10",1,"agree",0
"11149","36_55","female","state","owner","11_13",2,"agree",0.75
"11150","26_35","female","private","owner","1_3",3,"agree",0.5
"11151","26_35","female","state","owner","more_20",4,"agree",0.75
"11152","18_25","female","state","retired","8_10",2,"agree",0.75
"11153","18_25","male","private","parttime","more_20",1,"neutral",0.75
"11154","18_25","female","private","fulltime","1_3",2,"neutral",0.75
"11155","26_35","male","state","fulltime","1_3",3,"disagree",0.25
